Competitor Name,Competition,Round,Place,Single,Average,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5
Xuanyi Geng,Deqing Small Cubes Summer 2024,Second round,1,4.34,4.85,5.25,4.90,4.34,5.94,4.39
Xuanyi Geng,Deqing Small Cubes Summer 2024,First round,2,4.47,5.70,5.45,4.47,7.35,6.52,5.13
Xuanyi Geng,Xi'an Open 2024,Final,2,4.23,5.26,5.29,5.52,4.96,6.13,4.23
Xuanyi Geng,Xi'an Open 2024,Semi Final,5,4.10,6.02,5.83,4.10,5.54,8.01,6.70
Xuanyi Geng,Xi'an Open 2024,Second round,2,4.42,4.81,5.13,4.42,4.63,6.52,4.67
Xuanyi Geng,Xi'an Open 2024,First round,2,5.15,5.40,5.15,6.48,5.50,5.53,5.17
Xuanyi Geng,Huizhou 10th Anniversary 2024,Final,1,4.30,5.29,7.37,4.30,5.92,5.39,4.56
Xuanyi Geng,Huizhou 10th Anniversary 2024,Semi Final,1,4.81,5.25,6.27,4.81,5.14,5.10,5.50
Xuanyi Geng,Huizhou 10th Anniversary 2024,Second round,1,4.56,5.47,5.83,5.15,6.84,5.43,4.56
Xuanyi Geng,Huizhou 10th Anniversary 2024,First round,1,4.88,5.23,5.40,5.28,5.02,5.51,4.88
Xuanyi Geng,Chengdu Summer 2024,Final,2,4.86,5.56,5.47,5.84,5.48,4.86,5.72
Xuanyi Geng,Chengdu Summer 2024,Second round,1,4.80,5.37,4.95,5.57,4.80,5.59,5.59
Xuanyi Geng,Chengdu Summer 2024,First round,1,4.11,4.94,5.45,5.02,4.41,5.40,4.11
Xuanyi Geng,Shenzhen Nanshan Open 2024,Final,1,5.25,5.99,6.43,6.03,5.88,5.25,6.07
Xuanyi Geng,Shenzhen Nanshan Open 2024,Second round,1,4.83,5.70,5.19,4.83,5.78,6.13,6.21
Xuanyi Geng,Shenzhen Nanshan Open 2024,First round,1,4.72,5.79,4.96,6.24,4.72,6.51,6.18
Xuanyi Geng,Tianjin Open 2024,Final,2,4.49,5.69,7.40,5.70,5.30,6.07,4.49
Xuanyi Geng,Tianjin Open 2024,Second round,1,3.54,5.45,5.15,6.03,5.18,3.54,6.15
Xuanyi Geng,Tianjin Open 2024,First round,3,5.04,5.71,5.36,5.04,5.94,5.84,6.60
Xuanyi Geng,Guiyang Open 2024,Final,1,4.84,5.17,5.08,5.23,4.84,5.30,5.19
Xuanyi Geng,Guiyang Open 2024,Second round,2,4.99,5.94,6.50,5.95,DNF,4.99,5.36
Xuanyi Geng,Guiyang Open 2024,First round,2,5.35,5.79,6.57,5.35,6.24,5.56,5.57
Xuanyi Geng,Zibo Open 2024,Final,3,4.86,5.64,5.78,5.23,8.47,4.86,5.91
Xuanyi Geng,Zibo Open 2024,Second round,2,5.16,5.43,5.17,6.67,5.41,5.16,5.72
Xuanyi Geng,Zibo Open 2024,First round,3,4.91,5.50,6.14,5.06,5.30,6.19,4.91
Xuanyi Geng,Nanchang Spring 2024,Final,3,4.58,5.77,5.88,4.58,6.21,5.60,5.84
Xuanyi Geng,Nanchang Spring 2024,Second round,3,5.28,5.85,5.93,5.79,8.77,5.82,5.28
Xuanyi Geng,Nanchang Spring 2024,First round,1,5.14,5.35,6.31,5.33,5.43,5.14,5.30
Xuanyi Geng,Kunshan Open 2024,Final,2,5.28,5.29,5.48,5.28,5.31,5.28,5.28
Xuanyi Geng,Kunshan Open 2024,Second round,2,5.38,5.97,5.65,5.38,7.00,6.25,6.00
Xuanyi Geng,Kunshan Open 2024,First round,2,5.18,5.60,5.87,5.34,5.60,5.18,6.51
Xuanyi Geng,Xi'an Cherry Blossom 2024,Final,1,5.02,5.48,5.64,5.32,7.25,5.02,5.49
Xuanyi Geng,Xi'an Cherry Blossom 2024,Second round,1,4.94,5.38,5.68,4.94,5.92,5.38,5.07
Xuanyi Geng,Xi'an Cherry Blossom 2024,First round,1,4.22,5.14,5.48,4.97,5.80,4.22,4.96
Xuanyi Geng,Xuzhou Open 2024,Final,2,4.87,5.67,4.87,5.91,6.96,6.00,5.10
Xuanyi Geng,Xuzhou Open 2024,Second round,1,4.60,5.35,5.07,5.57,4.60,6.26,5.41
Xuanyi Geng,Xuzhou Open 2024,First round,3,4.93,5.70,5.02,4.93,6.63,5.93,6.15
Xuanyi Geng,Luoyang Spring 2024,Final,,5.22,6.21,5.22,7.02,6.37,6.56,5.70
Xuanyi Geng,Luoyang Spring 2024,Second round,3,5.14,5.93,6.03,6.01,5.14,6.81,5.74
Xuanyi Geng,Luoyang Spring 2024,First round,2,4.93,5.54,6.25,5.02,6.18,5.42,4.93
Matty Hiroto Inaba,Hawai'i Big Island Winter 2025,Final,1,4.63,5.77,4.63,6.26,7.42,6.34,4.70
Matty Hiroto Inaba,Hawai'i Big Island Winter 2025,Second round,1,4.72,5.34,5.55,5.59,5.22,5.24,4.72
Matty Hiroto Inaba,Hawai'i Big Island Winter 2025,First round,1,4.93,5.70,4.93,6.38,6.65,5.53,5.18
Matty Hiroto Inaba,Honolulu Ho'oilo 2025,Final,1,4.98,5.48,6.67,5.88,4.98,5.35,5.20
Matty Hiroto Inaba,Honolulu Ho'oilo 2025,Second round,1,5.11,5.60,5.94,5.27,6.18,5.11,5.60
Matty Hiroto Inaba,Honolulu Ho'oilo 2025,First round,1,5.07,6.01,8.35,6.34,5.65,6.04,5.07
Matty Hiroto Inaba,Tacoma Winter 2025,Final,1,5.28,6.60,6.39,6.52,6.90,5.28,8.16
Matty Hiroto Inaba,Tacoma Winter 2025,Second round,1,5.02,5.23,5.27,5.38,6.43,5.02,5.04
Matty Hiroto Inaba,Tacoma Winter 2025,First round,1,4.95,5.79,4.95,5.27,6.58,5.68,6.41
Matty Hiroto Inaba,Couve Cubing Fall 2024,Final,1,4.76,5.06,4.76,6.21,4.88,5.24,5.06
Matty Hiroto Inaba,Couve Cubing Fall 2024,Second round,1,5.28,5.66,5.33,5.80,5.85,6.38,5.28
Matty Hiroto Inaba,Couve Cubing Fall 2024,First round,1,4.99,6.73,4.99,6.01,7.04,7.96,7.15
Matty Hiroto Inaba,DFW Cubing Fall 2024,Final,1,4.75,5.83,5.36,6.22,4.75,5.92,7.03
Matty Hiroto Inaba,DFW Cubing Fall 2024,Semi Final,1,4.37,5.30,4.37,5.72,5.30,4.89,6.34
Matty Hiroto Inaba,DFW Cubing Fall 2024,Second round,1,4.68,5.87,7.11,6.29,5.62,5.71,4.68
Matty Hiroto Inaba,DFW Cubing Fall 2024,First round,1,5.31,6.27,7.00,6.71,5.87,6.23,5.31
Matty Hiroto Inaba,Honolulu Ha'ulelau 2024,Final,1,4.76,6.27,4.76,5.64,8.07,6.89,6.27
Matty Hiroto Inaba,Honolulu Ha'ulelau 2024,Second round,1,5.53,5.93,6.25,5.81,5.53,6.31,5.72
Matty Hiroto Inaba,Honolulu Ha'ulelau 2024,First round,1,5.72,6.18,6.39,5.84,6.31,8.45,5.72
Matty Hiroto Inaba,CubingUSA Southern Championship 2024,Final,1,5.58,6.08,5.58,5.76,6.56,5.93,6.64
Matty Hiroto Inaba,CubingUSA Southern Championship 2024,Semi Final,2,4.77,6.45,5.71,6.93,7.67,4.77,6.72
Matty Hiroto Inaba,CubingUSA Southern Championship 2024,Second round,1,4.21,5.11,4.78,4.28,8.01,6.27,4.21
Matty Hiroto Inaba,CubingUSA Southern Championship 2024,First round,1,5.14,5.89,5.70,6.68,5.30,6.86,5.14
Matty Hiroto Inaba,Rubik's WCA North American Championship 2024,Final,4,5.02,6.19,6.64,6.50,5.02,5.82,6.25
Matty Hiroto Inaba,Rubik's WCA North American Championship 2024,Semi Final,6,5.73,6.39,6.59,5.73,6.26,7.32,6.31
Matty Hiroto Inaba,Rubik's WCA North American Championship 2024,Second round,5,4.20,5.95,4.20,6.20,5.89,5.75,8.73
Matty Hiroto Inaba,Rubik's WCA North American Championship 2024,First round,6,5.27,5.91,5.68,6.00,6.05,6.55,5.27
Matty Hiroto Inaba,Rubik's North America All-Stars 2024,Final,2,4.76,5.35,4.76,5.42,5.45,5.18,8.07
Matty Hiroto Inaba,Rubik's North America All-Stars 2024,Second round,4,4.88,5.88,5.49,6.70,6.54,5.62,4.88
Matty Hiroto Inaba,Rubik's North America All-Stars 2024,First round,7,5.76,6.55,5.76,6.59,6.58,6.90,6.49
Matty Hiroto Inaba,CubingUSA Northwest Championship 2024,Final,1,4.36,5.36,5.10,5.22,6.29,5.76,4.36
Matty Hiroto Inaba,CubingUSA Northwest Championship 2024,Semi Final,1,5.07,5.53,5.57,5.52,5.50,6.93,5.07
Matty Hiroto Inaba,CubingUSA Northwest Championship 2024,Second round,1,4.26,5.14,5.13,4.26,4.73,5.57,6.63
Matty Hiroto Inaba,CubingUSA Northwest Championship 2024,First round,1,4.39,5.95,4.39,4.46,6.48,7.05,6.90
Matty Hiroto Inaba,Bay Area Speedcubin' 63-Atherton 2024,Final,1,3.59,5.51,4.77,5.78,6.72,5.99,3.59
Matty Hiroto Inaba,Bay Area Speedcubin' 63-Atherton 2024,Semi Final,1,4.53,5.69,5.88,5.62,5.58,4.53,6.47
Matty Hiroto Inaba,Bay Area Speedcubin' 63-Atherton 2024,Second round,1,3.76,5.38,3.76,5.72,5.44,5.15,5.54
Matty Hiroto Inaba,Bay Area Speedcubin' 63-Atherton 2024,First round,3,6.13,7.10,7.96,7.39,7.67,6.25,6.13
Matty Hiroto Inaba,New Jersey Championship 2024,Final,1,5.20,5.78,5.90,5.56,6.77,5.20,5.89
Matty Hiroto Inaba,New Jersey Championship 2024,Semi Final,1,5.08,5.50,5.08,5.64,5.22,5.65,7.84
Matty Hiroto Inaba,New Jersey Championship 2024,Second round,1,4.49,5.55,5.46,5.67,4.49,7.30,5.52
Matty Hiroto Inaba,New Jersey Championship 2024,First round,1,4.72,5.19,5.21,5.81,5.35,5.00,4.72
Matty Hiroto Inaba,Honolulu Kupulau 2024,Final,1,4.79,5.68,5.10,4.79,6.10,5.83,7.70
Matty Hiroto Inaba,Honolulu Kupulau 2024,Second round,1,4.54,5.51,5.59,5.84,5.77,5.16,4.54
Matty Hiroto Inaba,Honolulu Kupulau 2024,First round,1,6.49,6.71,6.49,6.68,7.00,6.68,6.77
Matty Hiroto Inaba,Lakewood Newcomers 2024,Final,2,5.59,6.61,5.93,6.70,7.25,5.59,7.19
Matty Hiroto Inaba,Lakewood Newcomers 2024,Second round,1,4.68,5.56,6.42,5.06,5.62,4.68,6.01
Matty Hiroto Inaba,Lakewood Newcomers 2024,First round,2,5.08,6.41,5.08,DNF,5.98,6.00,7.26
Matty Hiroto Inaba,Hawai'i Big Island Winter 2024,Final,1,4.61,5.80,4.61,6.05,5.85,6.74,5.50
Matty Hiroto Inaba,Hawai'i Big Island Winter 2024,Second round,1,4.60,5.10,5.13,5.70,4.95,4.60,5.21
Matty Hiroto Inaba,Hawai'i Big Island Winter 2024,First round,1,5.45,6.24,5.45,7.88,5.77,5.83,7.11
Matty Hiroto Inaba,Honolulu Li'ili'i a 'Ike Maka 2024,Final,1,5.22,5.86,5.80,6.04,5.74,5.22,6.12
Matty Hiroto Inaba,Honolulu Li'ili'i a 'Ike Maka 2024,Second round,1,4.05,5.89,6.81,5.88,6.30,5.49,4.05
Matty Hiroto Inaba,Honolulu Li'ili'i a 'Ike Maka 2024,First round,2,5.54,6.08,6.47,5.96,6.48,5.54,5.82
Matty Hiroto Inaba,Bay Area Speedcubin' 55-San Ramon 2024,Final,1,4.60,5.41,5.17,6.02,4.60,5.16,5.91
Matty Hiroto Inaba,Bay Area Speedcubin' 55-San Ramon 2024,Second round,1,4.34,5.60,4.34,7.09,5.56,5.19,6.05
Matty Hiroto Inaba,Bay Area Speedcubin' 55-San Ramon 2024,First round,1,4.35,5.33,4.77,6.70,4.35,6.63,4.60
Matty Hiroto Inaba,UCSD Extravaganza 2023,Final,1,4.87,5.66,5.41,5.66,5.98,5.91,4.87
Matty Hiroto Inaba,UCSD Extravaganza 2023,Second round,2,5.13,6.08,5.92,6.32,6.74,5.13,6.00
Matty Hiroto Inaba,UCSD Extravaganza 2023,First round,1,5.22,5.98,DNF,5.69,6.50,5.74,5.22
Matty Hiroto Inaba,Ho'oholo in Honolulu 2023,Final,1,5.11,5.60,5.83,5.13,5.85,6.84,5.11
Matty Hiroto Inaba,Ho'oholo in Honolulu 2023,Second round,1,4.68,5.63,6.07,5.93,5.23,4.68,5.72
Matty Hiroto Inaba,Ho'oholo in Honolulu 2023,First round,1,5.30,6.39,6.75,7.07,6.93,5.48,5.30
Matty Hiroto Inaba,Oregon Championship 2023,Final,1,5.68,6.06,6.01,6.22,5.97,6.19,5.68
Matty Hiroto Inaba,Oregon Championship 2023,Second round,1,4.84,5.75,6.32,5.04,6.99,4.84,5.89
Matty Hiroto Inaba,Oregon Championship 2023,First round,1,4.92,6.41,4.92,6.67,7.93,6.26,6.30
Matty Hiroto Inaba,Rubik's WCA World Championship 2023,Final,6,4.72,5.90,6.49,6.17,5.43,6.10,4.72
Matty Hiroto Inaba,Rubik's WCA World Championship 2023,Semi Final,3,4.94,5.51,6.01,5.18,4.94,5.87,5.49
Matty Hiroto Inaba,Rubik's WCA World Championship 2023,Second round,5,5.00,5.78,7.46,5.17,5.00,5.78,6.38
Matty Hiroto Inaba,Rubik's WCA World Championship 2023,First round,2,4.65,5.16,5.15,6.44,5.30,5.04,4.65
Matty Hiroto Inaba,CubingUSA Nationals 2023,Final,4,5.76,6.27,5.76,6.48,6.56,5.86,6.46
Matty Hiroto Inaba,CubingUSA Nationals 2023,Semi Final,1,4.72,5.63,4.72,5.82,5.52,5.54,6.19
Matty Hiroto Inaba,CubingUSA Nationals 2023,Second round,3,4.42,6.06,6.41,6.18,5.89,4.42,6.12
Matty Hiroto Inaba,CubingUSA Nationals 2023,First round,2,5.10,6.09,8.81,6.01,6.49,5.10,5.76
Matty Hiroto Inaba,Canadian Championship 2023,Final,2,5.64,6.39,6.48,5.91,6.78,5.64,8.72
Matty Hiroto Inaba,Canadian Championship 2023,Semi Final,1,4.95,5.57,4.95,5.78,5.89,5.32,5.61
Matty Hiroto Inaba,Canadian Championship 2023,Second round,1,5.72,6.34,6.50,6.78,6.22,5.72,6.30
Matty Hiroto Inaba,Canadian Championship 2023,First round,1,4.88,6.27,6.53,10.11,5.33,6.95,4.88
Tymon Kolasinski,Hvidovre NxN 2025,Final,1,4.69,5.78,7.14,5.36,5.65,4.69,6.33
Tymon Kolasinski,Hvidovre NxN 2025,Second round,1,4.65,5.28,6.32,5.36,5.10,5.39,4.65
Tymon Kolasinski,Hvidovre NxN 2025,First round,1,5.24,5.62,9.33,6.25,5.29,5.24,5.31
Tymon Kolasinski,Pila Open 2025,Final,1,4.47,4.67,4.47,5.35,4.61,4.74,4.67
Tymon Kolasinski,Pila Open 2025,Second round,1,4.82,5.08,4.82,6.73,5.11,5.03,5.10
Tymon Kolasinski,Pila Open 2025,First round,1,4.71,5.20,6.10,4.71,5.25,5.11,5.25
Tymon Kolasinski,Olsztyn Open 2024,Final,1,5.17,5.83,5.17,5.62,6.40,5.67,6.19
Tymon Kolasinski,Olsztyn Open 2024,Second round,1,4.51,5.38,5.14,4.51,6.27,5.91,5.10
Tymon Kolasinski,Olsztyn Open 2024,First round,1,5.09,5.63,5.60,6.00,5.62,5.67,5.09
Tymon Kolasinski,Stevenage December 2024,Final,1,4.23,4.90,6.03,4.88,4.59,5.23,4.23
Tymon Kolasinski,Stevenage December 2024,Semi Final,1,4.30,5.68,4.30,6.44,5.62,6.62,4.99
Tymon Kolasinski,Stevenage December 2024,Second round,1,4.23,4.92,5.79,4.45,4.72,4.23,5.60
Tymon Kolasinski,Stevenage December 2024,First round,1,4.10,5.03,5.49,4.10,5.66,4.57,5.04
Tymon Kolasinski,Polish Championship 2024,Final,1,4.74,5.07,5.21,4.97,5.02,5.81,4.74
Tymon Kolasinski,Polish Championship 2024,Semi Final,1,4.39,5.06,5.17,4.39,6.40,5.09,4.93
Tymon Kolasinski,Polish Championship 2024,Second round,1,4.88,5.13,8.21,5.09,5.03,4.88,5.26
Tymon Kolasinski,Polish Championship 2024,First round,2,5.78,6.25,6.39,6.90,6.27,6.09,5.78
Tymon Kolasinski,Rubik's WCA Asian Championship 2024,Final,3,4.73,5.32,5.12,4.73,5.47,5.38,7.14
Tymon Kolasinski,Rubik's WCA Asian Championship 2024,Semi Final,3,4.55,5.39,5.79,5.10,5.29,5.95,4.55
Tymon Kolasinski,Rubik's WCA Asian Championship 2024,Second round,4,5.14,5.29,5.29,5.14,5.34,6.15,5.24
Tymon Kolasinski,Rubik's WCA Asian Championship 2024,First round,2,4.63,4.86,4.80,4.63,4.93,5.26,4.85
Tymon Kolasinski,CubingUSA Great Lakes Championship 2024,Final,1,4.49,5.21,4.49,4.96,5.10,5.57,6.65
Tymon Kolasinski,CubingUSA Great Lakes Championship 2024,Semi Final,1,4.79,5.43,5.52,6.60,5.45,4.79,5.33
Tymon Kolasinski,CubingUSA Great Lakes Championship 2024,Second round,1,4.63,4.97,4.63,4.65,5.37,4.88,6.47
Tymon Kolasinski,CubingUSA Great Lakes Championship 2024,First round,2,5.15,5.61,6.43,5.73,5.15,5.42,5.68
Tymon Kolasinski,DuPage Fall 2024,Final,1,5.24,5.87,6.51,5.33,6.97,5.24,5.76
Tymon Kolasinski,DuPage Fall 2024,Semi Final,1,4.17,5.18,5.69,5.32,4.17,4.57,5.64
Tymon Kolasinski,DuPage Fall 2024,Second round,1,4.20,5.41,4.20,4.88,5.89,5.47,5.90
Tymon Kolasinski,DuPage Fall 2024,First round,2,5.32,5.95,5.79,5.32,6.18,7.26,5.87
Tymon Kolasinski,Szansa Cubing Open Warsaw 2024,Final,1,4.83,5.63,5.66,4.87,4.83,6.37,9.15
Tymon Kolasinski,Szansa Cubing Open Warsaw 2024,Second round,1,4.64,5.15,4.64,5.00,5.25,5.68,5.21
Tymon Kolasinski,Szansa Cubing Open Warsaw 2024,First round,1,4.92,5.11,6.98,5.16,4.92,5.21,4.95
Tymon Kolasinski,Kewbz UK Open 2024,Final,1,4.28,5.25,4.28,4.88,5.92,5.74,5.14
Tymon Kolasinski,Kewbz UK Open 2024,Semi Final,1,4.03,5.00,5.29,4.86,5.55,4.84,4.03
Tymon Kolasinski,Kewbz UK Open 2024,Second round,1,4.20,4.79,4.88,4.20,5.80,4.96,4.54
Tymon Kolasinski,Kewbz UK Open 2024,First round,1,5.10,5.77,5.78,5.96,5.81,5.10,5.71
Tymon Kolasinski,Rubik's WCA European Championship 2024,Final,1,5.42,5.92,5.79,5.42,6.07,6.43,5.89
Tymon Kolasinski,Rubik's WCA European Championship 2024,Semi Final,1,4.62,5.25,5.14,5.18,5.80,4.62,5.42
Tymon Kolasinski,Rubik's WCA European Championship 2024,Second round,1,5.08,5.75,5.28,6.20,5.08,5.78,6.43
Tymon Kolasinski,Rubik's WCA European Championship 2024,First round,1,4.95,5.84,5.43,5.45,6.63,6.82,4.95
Tymon Kolasinski,Rubik's WCA North American Championship 2024,Final,1,4.64,4.94,4.92,8.94,4.64,5.09,4.81
Tymon Kolasinski,Rubik's WCA North American Championship 2024,Semi Final,1,4.37,5.02,4.37,5.18,5.06,5.32,4.81
Tymon Kolasinski,Rubik's WCA North American Championship 2024,Second round,1,4.83,5.38,5.59,4.83,6.27,5.35,5.19
Tymon Kolasinski,Rubik's WCA North American Championship 2024,First round,1,4.46,4.79,4.94,4.97,5.21,4.46,4.47
Tymon Kolasinski,Rubik's North America All-Stars 2024,Final,1,3.92,4.90,4.38,5.30,3.92,6.80,5.01
Tymon Kolasinski,Rubik's North America All-Stars 2024,Second round,3,4.82,5.82,6.33,4.82,6.08,6.02,5.36
Tymon Kolasinski,Rubik's North America All-Stars 2024,First round,1,4.14,5.59,6.57,4.87,5.83,6.07,4.14
Tymon Kolasinski,Oslo Open 2024,Final,1,4.79,5.29,5.90,5.22,4.80,5.85,4.79
Tymon Kolasinski,Oslo Open 2024,Semi Final,1,5.28,5.53,5.48,6.25,5.72,5.28,5.38
Tymon Kolasinski,Oslo Open 2024,Second round,1,4.81,5.77,5.71,6.36,5.49,6.10,4.81
Tymon Kolasinski,Oslo Open 2024,First round,1,4.00,5.39,6.78,4.47,5.94,4.00,5.75
Tymon Kolasinski,Gniezno Open 2024,Final,1,4.88,5.61,5.70,4.88,5.90,5.74,5.40
Tymon Kolasinski,Gniezno Open 2024,Second round,1,4.92,6.13,6.43,6.52,5.78,6.19,4.92
Tymon Kolasinski,Gniezno Open 2024,First round,2,4.89,6.24,6.45,6.02,7.75,6.25,4.89
Tymon Kolasinski,Cube4fun in Bełchatów 2024,Final,1,3.79,4.74,3.79,4.37,4.85,5.33,5.01
Tymon Kolasinski,Cube4fun in Bełchatów 2024,Second round,1,5.11,5.47,5.90,5.63,5.12,5.11,5.67
Tymon Kolasinski,Cube4fun in Bełchatów 2024,First round,1,5.30,5.59,6.02,5.86,5.49,5.30,5.42
Tymon Kolasinski,Cube4fun in Biała Rawska 2024,Final,1,4.28,5.36,5.08,5.81,7.01,4.28,5.19
Tymon Kolasinski,Cube4fun in Biała Rawska 2024,Second round,1,4.41,4.90,4.99,6.55,4.47,5.23,4.41
Tymon Kolasinski,Cube4fun in Biała Rawska 2024,First round,1,4.94,5.19,5.62,4.99,4.95,6.67,4.94
Tymon Kolasinski,Stevenage May 2024,Final,1,5.11,5.57,6.61,5.68,5.11,5.61,5.43
Tymon Kolasinski,Stevenage May 2024,Semi Final,1,4.62,5.47,5.87,5.49,5.81,5.10,4.62
Tymon Kolasinski,Stevenage May 2024,Second round,1,5.26,5.33,5.35,5.96,5.26,5.31,5.32
Tymon Kolasinski,Stevenage May 2024,First round,1,4.78,5.41,5.25,5.81,4.78,5.99,5.17
Tymon Kolasinski,Stevenage April 2024,Final,1,4.14,5.15,4.14,5.16,4.94,5.36,5.99
Tymon Kolasinski,Stevenage April 2024,Second round,1,4.58,5.09,4.58,5.44,4.80,5.03,5.50
Tymon Kolasinski,Stevenage April 2024,First round,1,4.13,4.84,4.13,5.18,4.17,5.16,5.27
Tymon Kolasinski,Ohio State RPAC Cube Clash 2024,Final,1,4.50,5.22,5.72,6.42,4.90,4.50,5.03
Tymon Kolasinski,Ohio State RPAC Cube Clash 2024,Semi Final,2,4.26,5.66,4.55,5.81,6.62,6.68,4.26
Tymon Kolasinski,Ohio State RPAC Cube Clash 2024,Second round,2,4.98,5.68,5.45,7.10,6.30,5.28,4.98
Tymon Kolasinski,Ohio State RPAC Cube Clash 2024,First round,1,3.82,5.16,4.72,3.82,5.43,5.79,5.33
Tymon Kolasinski,Glasgow Spring 2024,Final,1,4.88,5.77,5.50,5.96,5.85,6.83,4.88
Tymon Kolasinski,Glasgow Spring 2024,Second round,1,5.34,6.00,5.77,5.34,5.51,8.78,6.72
Tymon Kolasinski,Glasgow Spring 2024,First round,1,4.61,5.38,6.00,5.72,4.82,5.61,4.61
Tymon Kolasinski,Flatåsen Open 2024,Final,1,5.05,5.51,7.25,5.08,5.80,5.65,5.05
Tymon Kolasinski,Flatåsen Open 2024,Second round,1,5.44,6.24,5.44,6.30,6.86,5.57,6.93
Tymon Kolasinski,Flatåsen Open 2024,First round,1,3.66,5.41,4.39,6.52,7.60,5.31,3.66
Tymon Kolasinski,Melbourne Summer 2024,Final,1,5.34,5.81,5.46,5.34,6.03,5.93,6.97
Tymon Kolasinski,Melbourne Summer 2024,Semi Final,1,4.88,5.73,6.26,6.51,5.45,5.47,4.88
Tymon Kolasinski,Melbourne Summer 2024,Second round,1,3.67,5.28,3.67,4.63,5.61,6.89,5.59
Tymon Kolasinski,Melbourne Summer 2024,First round,1,4.71,5.51,5.39,4.71,6.27,8.63,4.88
Aidan Grainger,Chichester January 2025,Final,5,7.39,8.61,9.02,7.39,8.64,8.17,9.69
Aidan Grainger,Chichester January 2025,Second round,3,7.52,7.96,8.02,7.52,8.84,7.85,8.01
Aidan Grainger,Chichester January 2025,First round,1,6.42,7.75,9.18,7.30,8.23,6.42,7.73
Aidan Grainger,Wiltshire November 2024,Final,6,7.78,8.81,8.82,9.24,7.78,8.37,9.91
Aidan Grainger,Wiltshire November 2024,Second round,4,7.78,8.50,8.39,7.78,8.03,9.56,9.08
Aidan Grainger,Wiltshire November 2024,First round,5,6.49,8.93,8.18,9.25,9.36,10.18,6.49
Aidan Grainger,Weston-super-Mare Autumn 2024,Final,13,8.15,9.17,10.92,10.75,8.60,8.15,8.15
Aidan Grainger,Weston-super-Mare Autumn 2024,Second round,13,3.69,9.12,6.99,3.69,12.15,8.21,15.60
Aidan Grainger,Weston-super-Mare Autumn 2024,First round,4,6.88,8.17,10.39,8.08,6.88,7.24,9.20
Aidan Grainger,Rubik's UK Championship 2024,Semi Final,50,8.77,9.89,10.52,8.77,9.55,10.48,9.63
Aidan Grainger,Rubik's UK Championship 2024,Second round,38,8.12,9.21,10.35,9.02,9.39,8.12,9.23
Aidan Grainger,Rubik's UK Championship 2024,First round,23,7.03,8.41,12.59,7.03,9.45,8.36,7.42
Aidan Grainger,Hampshire Autumn 2024,Final,7,8.10,8.96,8.24,9.22,11.16,9.41,8.10
Aidan Grainger,Hampshire Autumn 2024,Second round,7,8.42,9.36,12.38,9.35,8.42,9.85,8.88
Aidan Grainger,Hampshire Autumn 2024,First round,7,8.03,9.33,9.38,10.55,11.61,8.03,8.05
Aidan Grainger,Wiltshire September 2024,Final,6,7.30,8.28,7.30,7.46,10.36,8.39,8.98
Aidan Grainger,Wiltshire September 2024,Second round,13,9.08,9.70,9.18,12.21,9.08,10.82,9.11
Aidan Grainger,Wiltshire September 2024,First round,7,7.27,9.03,8.57,16.33,7.27,9.71,8.80
Aidan Grainger,Kewbz UK Open 2024,Semi Final,18,7.27,8.35,8.29,7.27,9.04,DNF,7.71
Aidan Grainger,Kewbz UK Open 2024,Second round,31,8.40,9.00,12.32,8.40,9.30,9.04,8.67
Aidan Grainger,Kewbz UK Open 2024,First round,36,8.31,9.59,12.00,9.64,10.65,8.48,8.31
Aidan Grainger,Lincolnshire Summer 2024,Final,5,7.52,8.82,7.52,7.90,8.05,DNF,10.51
Aidan Grainger,Lincolnshire Summer 2024,Second round,11,8.09,9.48,9.00,8.09,10.39,11.55,9.05
Aidan Grainger,Lincolnshire Summer 2024,First round,8,8.53,9.16,9.09,9.10,8.53,9.28,DNF
Aidan Grainger,Rubik's WCA European Championship 2024,Second round,217,7.74,9.75,10.04,9.34,9.86,10.11,7.74
Aidan Grainger,Rubik's WCA European Championship 2024,First round,298,6.50,10.18,9.03,11.59,6.50,10.68,10.83
Aidan Grainger,Chichester Summer 2024,Second round,5,8.40,8.88,9.15,8.43,14.06,8.40,9.07
Aidan Grainger,Chichester Summer 2024,First round,7,7.39,9.24,7.88,10.76,9.14,7.39,10.71
Aidan Grainger,Bolton Summer 2024,Final,6,7.49,8.33,7.49,8.08,9.16,9.57,7.75
Aidan Grainger,Bolton Summer 2024,Second round,12,8.24,9.67,9.58,9.48,14.58,9.94,8.24
Aidan Grainger,Bolton Summer 2024,First round,9,7.52,9.13,8.97,7.52,9.98,8.77,9.65
Aidan Grainger,Manchester Spring 2024,Final,5,7.37,8.62,8.78,8.00,9.19,7.37,9.08
Aidan Grainger,Manchester Spring 2024,Second round,10,8.50,9.06,9.17,8.60,8.50,9.40,11.73
Aidan Grainger,Manchester Spring 2024,First round,11,8.07,9.69,9.18,8.07,10.83,9.07,12.81
Aidan Grainger,Wiltshire March 2024,Final,6,7.65,8.81,9.16,7.65,DNF,8.89,8.37
Aidan Grainger,Wiltshire March 2024,Semi Final,22,9.43,11.00,9.43,15.26,10.29,11.57,11.15
Aidan Grainger,Wiltshire March 2024,Second round,13,7.19,9.22,10.53,7.19,11.30,8.21,8.92
